1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd
1831,1796.0,4.0,Gd,1387,GLQ,543,807,Fin,1995.0,3627,Gd,35760,118.0,1378.0,76,5,10,1930,1995,1996
725,754.0,4.0,No,626,ALQ,99,484,Fin,1972.0,1479,Gd,7472,69.0,138.0,32,9,7,725,1972,2004
1362,0.0,2.0,Av,20,ALQ,1342,460,,2005.0,1362,Gd,7577,61.0,256.0,28,5,6,1362,2005,2006
2069,574.0,3.0,Av,0,Unf,2153,694,Fin,2006.0,2643,Ex,13693,105.0,772.0,84,5,9,2153,2006,2006
1200,0.0,4.0,No,0,Unf,1200,312,Unf,1923.0,1200,TA,11340,84.0,0.0,0,5,6,1200,1923,1950
672,546.0,3.0,No,0,,672,0,,1980.0,1218,TA,1680,21.0,236.0,0,5,6,672,1971,1971
1940,1254.0,4.0,Mn,428,BLQ,537,380,Unf,1934.0,3194,TA,12168,78.0,0.0,0,6,8,965,1934,1998
1734,0.0,3.0,Av,1300,GLQ,434,660,,2005.0,1734,Gd,11645,78.0,0.0,24,5,7,1734,2005,2005
1050,1028.0,3.0,No,789,GLQ,245,836,Fin,2008.0,2078,Ex,10800,85.0,100.0,102,5,8,1034,2007,2008
520,0.0,1.0,No,0,Unf,520,240,Unf,1920.0,520,Fa,6324,60.0,0.0,0,6,4,520,1927,1950
1905,0.0,3.0,No,0,Unf,1905,788,Fin,2006.0,1905,Ex,11670,84.0,302.0,191,5,9,1905,2006,2006
958,620.0,3.0,No,403,BLQ,238,240,Unf,1941.0,1578,Fa,9490,79.0,0.0,0,7,6,806,1941,1950
1337,0.0,2.0,No,266,GLQ,1139,511,Fin,1998.0,1337,Gd,4060,34.0,0.0,68,5,6,1405,1998,1999
1466,1362.0,4.0,Gd,1150,GLQ,316,1052,RFn,2006.0,2828,Gd,9965,77.0,340.0,144,5,8,1466,2006,2007
993,915.0,4.0,No,0,Unf,967,431,Fin,2002.0,1908,Gd,14191,85.0,0.0,0,5,8,967,2002,2002
1336,0.0,2.0,Mn,841,BLQ,324,375,Unf,1953.0,1336,TA,15750,90.0,56.0,0,5,5,1165,1953,1953
993,1243.0,4.0,No,0,Unf,964,642,Fin,1997.0,2236,Gd,13006,69.0,285.0,0,5,7,964,1997,1997
793,325.0,3.0,Mn,507,Rec,286,410,Unf,1939.0,1118,TA,7800,65.0,0.0,0,7,5,793,1939,1950
1318,584.0,4.0,,0,,0,539,Unf,1978.0,1902,TA,8930,68.0,0.0,0,5,6,0,1978,1978
832,0.0,2.0,No,0,Unf,832,528,Unf,1962.0,832,Gd,7227,59.0,0.0,0,6,6,832,1954,1954
1440,0.0,4.0,No,133,ALQ,1307,0,,1980.0,1440,Fa,12108,92.0,270.0,0,4,4,1440,1955,1955
1578,0.0,3.0,No,0,Unf,1573,840,,2008.0,1578,Ex,9262,78.0,194.0,36,5,8,1573,2008,2009
1584,0.0,4.0,No,0,Unf,1584,792,Unf,1967.0,1584,TA,8944,65.0,0.0,152,5,5,1584,1967,1967
1768,0.0,4.0,No,0,Unf,1768,0,,1980.0,1768,TA,10778,72.0,0.0,0,5,4,1768,1968,1968
864,0.0,3.0,No,616,ALQ,248,528,Unf,1974.0,864,TA,9000,60.0,0.0,0,6,4,864,1971,1971
1614,0.0,3.0,Av,20,GLQ,1594,865,RFn,2005.0,1614,Gd,11210,86.0,240.0,59,5,7,1614,2005,2006
798,842.0,3.0,No,0,Unf,798,520,RFn,2004.0,1640,Gd,8366,65.0,0.0,45,5,6,798,2004,2004
1073,0.0,3.0,No,836,ALQ,237,515,RFn,1965.0,1073,TA,10289,79.0,168.0,0,7,5,1073,1965,1965
803,557.0,2.0,No,0,Unf,803,297,,1951.0,1360,Gd,7200,60.0,0.0,65,6,5,803,1938,1995
1038,1060.0,3.0,Mn,0,Unf,1030,878,RFn,2005.0,2098,Ex,10240,80.0,178.0,52,5,8,1030,2005,2005
1422,915.0,5.0,No,0,Unf,662,560,Unf,1945.0,2337,TA,13600,85.0,0.0,57,5,5,662,1900,1950
885,833.0,3.0,No,0,Unf,832,427,Fin,1998.0,1718,TA,10141,74.0,40.0,94,5,7,832,1998,1998
914,0.0,2.0,Av,298,GLQ,572,576,Unf,1998.0,914,TA,8846,57.0,0.0,0,5,5,870,1996,1996
959,408.0,3.0,No,425,LwQ,459,560,,1978.0,1367,TA,6240,52.0,0.0,0,6,6,884,1931,1950
1221,691.0,3.0,No,0,Unf,482,672,Unf,2003.0,1912,TA,10800,60.0,0.0,25,7,6,482,1905,2000
1200,0.0,2.0,No,833,,343,555,RFn,2003.0,1200,Gd,10083,67.0,0.0,41,5,7,1176,2003,2003
1554,0.0,2.0,Mn,24,GLQ,1530,627,RFn,2006.0,1554,Gd,4590,34.0,108.0,73,5,8,1554,2006,2006
864,0.0,3.0,Mn,360,Rec,504,288,RFn,1972.0,864,TA,9560,120.0,0.0,0,7,5,864,1972,1972
696,720.0,3.0,No,604,ALQ,92,484,Unf,1999.0,1416,Gd,2572,24.0,0.0,44,5,7,696,1999,1999
625,625.0,2.0,No,0,Unf,625,528,RFn,2006.0,1250,Gd,4251,35.0,0.0,54,5,7,625,2006,2007
918,0.0,2.0,No,0,Unf,918,264,Unf,1979.0,918,TA,7892,55.0,0.0,0,5,6,918,1979,1979
1274,0.0,3.0,No,925,GLQ,349,508,,2005.0,1274,Gd,8814,68.0,80.0,98,5,7,1274,2005,2007
924,0.0,3.0,No,0,Unf,924,280,Unf,1981.0,924,TA,7990,88.0,0.0,0,6,5,924,1975,1975
1700,0.0,4.0,No,1018,Rec,380,447,RFn,1959.0,1700,Gd,10552,70.0,0.0,38,5,5,1398,1959,1959
936,780.0,6.0,No,210,,570,0,,1980.0,1716,Fa,5687,55.0,0.0,184,6,5,780,1912,2000
729,0.0,2.0,No,0,Unf,270,0,,1980.0,729,TA,4130,56.0,0.0,0,6,3,270,1935,2003
1687,0.0,3.0,Av,353,BLQ,60,572,,1966.0,1687,TA,57200,69.0,0.0,0,5,5,747,1948,1950
1260,1031.0,4.0,Mn,1046,Rec,168,506,Unf,1900.0,2291,TA,7200,60.0,0.0,0,6,6,1214,1910,1998
894,0.0,2.0,No,0,Unf,894,1248,RFn,1994.0,894,TA,18000,120.0,0.0,20,4,3,894,1935,1950
1210,1242.0,4.0,No,281,,747,683,Fin,1998.0,2452,Gd,16226,66.0,0.0,50,5,8,1028,1998,1999
825,587.0,4.0,No,0,Unf,780,280,Unf,1939.0,1412,TA,6000,50.0,0.0,0,6,6,780,1939,1950
1029,0.0,3.0,Mn,903,Rec,126,261,Unf,1961.0,1029,TA,7943,61.0,192.0,0,5,4,1029,1961,1961
1466,0.0,3.0,Av,16,GLQ,1450,610,Fin,2007.0,1466,Gd,8925,73.0,0.0,18,5,8,1466,2007,2007
1442,0.0,2.0,No,0,Unf,1442,615,RFn,1970.0,1442,TA,11717,69.0,571.0,0,6,6,1442,1970,1970
686,564.0,3.0,No,0,Unf,686,280,,1955.0,1250,Fa,8248,45.0,0.0,0,7,5,686,1918,1950
955,0.0,3.0,No,0,Unf,935,462,Fin,1998.0,1632,TA,9084,63.0,0.0,28,5,7,935,1998,1998
1144,0.0,3.0,No,594,BLQ,270,264,RFn,1961.0,1144,TA,10000,80.0,0.0,0,6,5,864,1961,1983
810,0.0,3.0,No,387,ALQ,374,484,RFn,1992.0,1603,Gd,7153,65.0,0.0,124,5,6,761,1992,1992
673,709.0,3.0,No,641,GLQ,32,490,Unf,2000.0,1382,Gd,2651,69.0,0.0,50,5,7,673,2000,2000
1572,1096.0,3.0,Av,1016,GLQ,556,726,Fin,2003.0,2668,Ex,13688,110.0,664.0,0,5,9,1572,2003,2004
672,672.0,3.0,No,456,Rec,216,468,Unf,1964.0,1344,TA,10690,59.0,0.0,128,7,5,672,1920,1997
624,628.0,2.0,No,510,BLQ,90,462,,1999.0,1252,Gd,2160,24.0,212.0,48,5,7,600,1999,2000
1442,0.0,3.0,Mn,738,GLQ,172,719,Fin,1990.0,1442,Gd,10357,114.0,0.0,244,5,7,910,1990,1991
892,783.0,3.0,No,0,Unf,841,502,Fin,1999.0,1675,TA,24682,69.0,0.0,103,5,6,841,1999,1999
952,0.0,2.0,No,0,Unf,952,192,Unf,1916.0,952,Fa,8854,69.0,0.0,98,6,6,952,1916,1950
663,689.0,4.0,No,371,ALQ,292,299,Fin,1969.0,1352,TA,9364,80.0,143.0,36,7,6,663,1969,1969
773,582.0,3.0,No,0,Unf,684,0,,1980.0,1355,Gd,6882,60.0,0.0,0,7,6,684,1914,2006
1724,0.0,3.0,Av,528,ALQ,1152,480,RFn,1967.0,1724,TA,17871,69.0,359.0,0,5,6,1680,1967,1976
1690,1589.0,4.0,Gd,1416,ALQ,234,841,Fin,2003.0,3279,Ex,53504,47.0,603.0,36,5,8,1650,2003,2003
1636,0.0,3.0,No,63,GLQ,1560,865,RFn,2006.0,1636,Gd,13501,116.0,208.0,60,5,8,1623,2006,2006
729,729.0,2.0,No,419,GLQ,310,440,Unf,1999.0,1458,TA,3230,34.0,1129.0,32,5,6,729,1999,1999
691,0.0,2.0,No,0,Unf,691,216,Unf,1920.0,691,Ex,5400,60.0,0.0,20,6,5,691,1920,1950
1440,0.0,4.0,Gd,1440,,0,0,,1980.0,1440,TA,7711,42.0,0.0,0,3,4,1440,1977,1977
894,0.0,3.0,No,553,GLQ,224,336,Unf,1973.0,894,TA,8450,65.0,0.0,144,8,5,894,1965,2009
1220,0.0,2.0,Av,684,GLQ,515,632,RFn,2006.0,1220,Gd,7406,64.0,84.0,54,5,7,1199,2006,2006
1058,846.0,3.0,Av,546,GLQ,512,736,Fin,2003.0,1904,Ex,10927,74.0,280.0,60,5,8,1058,2005,2005
765,600.0,2.0,No,471,ALQ,294,440,Unf,1971.0,1365,TA,1920,24.0,376.0,36,5,5,765,1971,1971
1656,0.0,3.0,Gd,639,BLQ,441,528,Fin,1960.0,1656,TA,31770,141.0,112.0,62,5,6,1080,1960,1960
1127,886.0,3.0,Av,862,,255,455,Unf,1997.0,2013,TA,9920,92.0,0.0,130,5,7,1117,1996,1997
1680,0.0,3.0,No,144,LwQ,379,583,Fin,1998.0,1680,Gd,10140,78.0,0.0,73,5,7,1650,1998,1999
1080,0.0,3.0,No,336,ALQ,748,484,Unf,1983.0,1080,TA,9187,71.0,0.0,0,5,6,1084,1983,1983
1092,0.0,2.0,No,895,Rec,197,299,Fin,1957.0,1092,TA,14850,69.0,0.0,0,5,5,1092,1957,1957
660,688.0,3.0,No,512,BLQ,148,453,RFn,1966.0,1348,TA,7590,69.0,266.0,108,5,6,660,1966,1966
1020,831.0,3.0,Gd,536,BLQ,169,440,RFn,1964.0,1851,Gd,9760,80.0,340.0,42,8,6,822,1964,1993
976,1111.0,5.0,Gd,568,LwQ,264,444,Fin,1966.0,2087,Gd,12205,69.0,157.0,168,8,6,832,1966,2007
1004,0.0,2.0,Gd,975,GLQ,0,504,Unf,1977.0,1004,TA,10530,78.0,90.0,0,5,6,975,1977,1977
1041,702.0,3.0,No,384,ALQ,143,539,Unf,1968.0,1743,TA,11700,90.0,365.0,0,6,6,702,1968,1968
1276,1336.0,4.0,No,854,GLQ,371,676,Fin,1998.0,2612,Gd,12203,98.0,975.0,0,5,8,1225,1998,1999
1506,0.0,2.0,Gd,16,GLQ,1346,440,,2005.0,1506,Gd,3013,43.0,145.0,20,5,7,1362,2005,2005
864,0.0,3.0,Av,460,BLQ,404,338,Unf,1972.0,864,TA,15523,36.0,0.0,0,6,5,864,1972,1972
672,252.0,2.0,No,348,BLQ,324,280,Unf,1941.0,924,Fa,12180,60.0,0.0,0,4,4,672,1941,1950
1362,720.0,3.0,No,0,Unf,1362,484,Unf,2003.0,2082,Gd,11426,63.0,0.0,238,5,7,1362,2003,2003
2364,0.0,3.0,Gd,2188,GLQ,142,820,Fin,2009.0,2364,Ex,12919,100.0,760.0,67,5,9,2330,2009,2010
1652,0.0,2.0,Gd,1480,GLQ,120,482,,2008.0,1652,Gd,5587,64.0,186.0,53,5,8,1600,2008,2008
1149,1141.0,4.0,Mn,0,Unf,1128,779,Unf,2002.0,2290,Gd,11250,69.0,0.0,0,5,8,1128,2002,2002
1208,0.0,2.0,No,664,GLQ,544,628,RFn,2007.0,1208,Gd,6762,64.0,108.0,54,5,7,1208,2007,2007
902,808.0,3.0,No,0,Unf,576,480,Unf,1990.0,1710,TA,10300,50.0,0.0,11,6,7,576,1921,1950
991,956.0,3.0,No,222,GLQ,769,678,RFn,2004.0,1947,Gd,12552,100.0,0.0,136,5,7,991,2004,2005
2018,0.0,3.0,Gd,0,Unf,2002,746,Fin,2009.0,2018,Ex,13214,89.0,0.0,76,5,9,2002,2008,2009
1616,0.0,2.0,No,1180,GLQ,415,608,RFn,1995.0,1616,Gd,5389,39.0,0.0,152,5,8,1595,1995,1996
1226,592.0,4.0,No,224,LwQ,816,240,,1951.0,1818,TA,7758,69.0,600.0,0,4,7,1040,1931,1950
1067,0.0,2.0,No,442,BLQ,625,436,Unf,1996.0,1067,Gd,9600,60.0,0.0,0,7,4,1067,1950,1995
954,0.0,2.0,No,0,Unf,920,240,Unf,1938.0,954,Fa,6305,50.0,0.0,0,7,5,920,1938,1950
909,807.0,2.0,No,0,Unf,880,512,RFn,1996.0,1716,Gd,8750,70.0,0.0,120,5,7,880,1996,1996
1222,698.0,4.0,No,0,Unf,570,487,RFn,1968.0,1920,Gd,10192,102.0,143.0,98,6,7,570,1968,1992
1296,0.0,2.0,No,1005,GLQ,262,471,Fin,2001.0,1296,Gd,6853,69.0,136.0,25,5,8,1267,2001,2002
1120,1120.0,6.0,,0,,0,528,Unf,1979.0,2240,TA,7018,64.0,0.0,0,5,5,0,1979,1979
888,0.0,3.0,No,386,LwQ,342,312,Unf,1942.0,1644,Gd,9480,79.0,224.0,0,7,5,728,1942,1995
1053,0.0,3.0,No,0,Unf,1053,648,RFn,2003.0,1992,Gd,9375,75.0,768.0,45,5,8,1053,2003,2004
1654,0.0,3.0,No,986,GLQ,668,900,Unf,2002.0,1654,Gd,8125,69.0,295.0,136,5,7,1654,2002,2002
1340,0.0,3.0,Av,24,GLQ,1316,396,Fin,2007.0,1340,Gd,8899,73.0,0.0,30,5,7,1340,2007,2007
1040,0.0,2.0,,0,,0,400,Unf,1949.0,1040,TA,8544,69.0,340.0,0,4,3,0,1949,1950
1232,0.0,2.0,Av,724,GLQ,508,632,,2007.0,1232,Gd,7314,64.0,82.0,0,5,7,1232,2007,2007
855,0.0,3.0,No,566,ALQ,289,440,,1976.0,1456,TA,2280,24.0,0.0,0,6,6,855,1976,1976
689,689.0,3.0,No,141,Rec,548,360,Unf,1928.0,1378,Gd,9600,60.0,0.0,0,9,7,689,1928,2005
1178,0.0,3.0,No,1084,BLQ,92,439,Unf,1973.0,1178,Gd,10000,80.0,0.0,0,6,5,1176,1973,2000
735,660.0,3.0,No,593,BLQ,130,497,Unf,1972.0,1395,TA,12936,69.0,0.0,116,6,6,723,1972,1972
1377,806.0,4.0,No,1002,GLQ,0,786,Unf,1988.0,2183,Gd,13837,69.0,178.0,0,5,7,1204,1988,1988
1110,0.0,3.0,Av,1097,GLQ,0,602,Fin,1978.0,1110,Gd,9101,69.0,104.0,30,6,5,1097,1978,1978
1663,0.0,2.0,Gd,1116,BLQ,248,529,,1954.0,1663,Gd,53227,69.0,0.0,137,6,4,1364,1954,1994
680,790.0,3.0,No,310,,370,420,Fin,1993.0,1470,TA,9765,69.0,68.0,63,8,6,680,1993,1993
1296,0.0,2.0,,0,,0,516,Unf,1967.0,1296,TA,10791,72.0,0.0,0,5,4,0,1967,1967
1766,0.0,3.0,Mn,1121,GLQ,645,478,Fin,2009.0,1766,Ex,9187,85.0,162.0,130,5,9,1766,2009,2009
1190,900.0,3.0,Mn,828,GLQ,180,577,Fin,1984.0,2090,Gd,5062,69.0,0.0,0,5,7,1190,1984,1984
600,0.0,3.0,No,0,Unf,600,0,,1980.0,968,TA,5925,50.0,0.0,0,6,3,600,1910,1950
1634,0.0,3.0,No,0,Unf,1626,866,,2006.0,1634,Gd,11428,98.0,248.0,44,5,8,1626,2006,2006
630,0.0,3.0,Av,515,GLQ,115,286,Unf,1970.0,630,Gd,1526,21.0,0.0,0,8,4,630,1970,2002
1152,0.0,3.0,No,0,Unf,1092,300,Unf,1950.0,1152,Gd,14000,80.0,0.0,36,8,6,1092,1950,2004
938,1215.0,4.0,No,259,LwQ,425,0,,1980.0,2358,TA,5250,50.0,0.0,54,5,8,684,1872,1987
1208,0.0,2.0,Av,686,GLQ,501,632,RFn,2006.0,1208,Gd,6762,64.0,24.0,61,5,7,1187,2006,2006
939,858.0,3.0,Av,0,Unf,939,639,,2006.0,1797,Gd,9245,79.0,0.0,53,5,7,939,2006,2006
1352,0.0,2.0,No,0,Unf,1352,466,,2006.0,1352,Gd,4230,47.0,0.0,241,5,7,1352,2006,2007
1339,0.0,3.0,No,1053,ALQ,256,484,Fin,1990.0,1339,TA,8049,50.0,54.0,58,5,7,1309,1990,1990
572,524.0,2.0,No,0,Unf,572,0,,1980.0,1096,TA,9600,60.0,0.0,8,5,6,572,1924,1950
1204,0.0,2.0,No,866,GLQ,338,412,,1998.0,1204,TA,4500,32.0,320.0,247,5,6,1204,1998,1998
950,0.0,3.0,No,412,BLQ,251,280,Unf,1981.0,950,TA,9758,61.0,0.0,0,5,5,950,1971,1971
3228,0.0,3.0,No,1231,GLQ,1969,546,,1992.0,3228,Gd,12692,69.0,0.0,75,5,8,3200,1992,1993
1309,0.0,3.0,No,663,ALQ,0,484,RFn,1974.0,1309,Gd,10140,78.0,99.0,0,6,6,1040,1974,1999
1014,730.0,3.0,No,402,BLQ,594,457,RFn,1993.0,1744,Gd,9453,69.0,0.0,70,7,7,996,1993,2003
968,0.0,2.0,No,0,Unf,968,480,Unf,1935.0,968,TA,8520,60.0,0.0,0,6,5,968,1923,2006
976,332.0,2.0,No,428,Rec,300,256,Unf,1940.0,1308,TA,9600,130.0,0.0,70,7,5,728,1940,1950
1470,0.0,4.0,No,986,GLQ,484,696,,1998.0,2630,Gd,9200,80.0,473.0,66,5,8,1470,1998,1998
1078,0.0,3.0,No,734,GLQ,344,500,Fin,1971.0,1078,TA,12537,69.0,0.0,0,6,5,1078,1971,2008
800,832.0,4.0,No,400,GLQ,336,484,Unf,1966.0,1632,Gd,9130,69.0,252.0,40,8,6,800,1966,2000
916,0.0,4.0,No,299,ALQ,611,164,Unf,1915.0,1826,Ex,2500,50.0,0.0,0,8,7,910,1915,2005
1175,807.0,3.0,Av,421,GLQ,386,575,,1989.0,1982,Gd,11287,82.0,340.0,84,6,7,807,1989,1989
1134,1370.0,4.0,No,0,Unf,1122,656,Fin,2005.0,2504,Ex,11198,77.0,245.0,39,5,9,1122,2005,2007
520,623.0,2.0,No,0,Unf,600,480,RFn,2005.0,1223,Gd,2544,24.0,0.0,166,5,7,600,2005,2005
1661,0.0,3.0,No,0,Unf,1649,598,RFn,1998.0,1661,Gd,12137,48.0,442.0,34,5,7,1649,1998,1998
1478,0.0,2.0,Av,578,GLQ,892,484,Fin,2009.0,1478,Gd,4403,69.0,432.0,144,5,7,1470,2009,2009
2000,0.0,3.0,No,1464,GLQ,536,888,,2004.0,2000,Gd,10386,80.0,246.0,0,5,8,2000,2004,2005
768,432.0,3.0,No,352,BLQ,416,240,Unf,1946.0,1200,TA,11767,70.0,0.0,0,6,5,768,1946,1995
840,0.0,3.0,No,116,LwQ,556,0,,1980.0,840,TA,4388,55.0,0.0,0,7,5,672,1930,1950
979,979.0,4.0,No,484,Rec,495,492,Unf,1946.0,1958,TA,7136,82.0,423.0,0,6,6,979,1946,1950
1172,741.0,3.0,No,0,Unf,896,342,,1929.0,1913,TA,7558,57.0,0.0,0,6,6,896,1928,1950
1167,0.0,3.0,No,645,BLQ,270,495,Unf,1972.0,1167,TA,8731,98.0,0.0,0,5,5,915,1920,1950
2196,0.0,3.0,Mn,485,ALQ,1496,701,RFn,1990.0,2196,Gd,14684,90.0,234.0,70,7,7,2158,1990,1991
1103,0.0,2.0,No,397,BLQ,706,440,,1976.0,1103,Gd,6000,50.0,0.0,120,6,6,1103,1925,1980
849,811.0,3.0,No,326,LwQ,389,240,Unf,1939.0,1660,TA,11988,74.0,0.0,0,7,6,715,1934,1995
742,729.0,3.0,No,381,GLQ,348,440,Unf,1999.0,1471,TA,3230,34.0,894.0,24,5,6,729,1999,1999
1640,0.0,3.0,No,728,BLQ,568,924,Unf,1993.0,1640,Gd,14778,69.0,72.0,0,7,6,1296,1954,2006
773,0.0,2.0,No,570,,203,240,Unf,1953.0,773,TA,7677,57.0,0.0,0,5,5,773,1953,1953
943,0.0,3.0,Gd,828,GLQ,115,472,Fin,1998.0,1638,TA,9042,59.0,0.0,38,5,6,943,1998,1998
960,0.0,3.0,No,520,Rec,440,432,Fin,1965.0,960,TA,10921,73.0,48.0,0,5,4,960,1965,1965
1518,631.0,1.0,No,1351,GLQ,83,670,RFn,2003.0,2149,Gd,12822,48.0,0.0,43,5,7,1434,2003,2003
786,0.0,3.0,No,0,Unf,768,676,RFn,2008.0,1590,Gd,9000,75.0,0.0,30,5,8,768,2008,2008
756,797.0,3.0,No,0,Unf,756,615,RFn,2005.0,1553,Gd,8125,65.0,0.0,45,5,7,756,2005,2006
1056,0.0,0.0,No,1056,GLQ,0,576,Unf,1980.0,1056,TA,6979,64.0,0.0,56,5,6,1056,1980,1980
734,0.0,2.0,No,0,Unf,648,440,,1990.0,1118,TA,4400,40.0,0.0,0,8,6,648,1920,1950
1229,0.0,3.0,No,1059,ALQ,75,284,RFn,1956.0,1229,TA,17140,69.0,0.0,0,6,4,1134,1956,1956
1098,880.0,4.0,No,552,BLQ,280,486,RFn,1968.0,1978,TA,9900,69.0,342.0,43,5,7,832,1968,1968
1113,858.0,3.0,Mn,341,GLQ,772,689,RFn,2005.0,1971,Gd,9675,75.0,0.0,48,5,7,1113,2005,2005
1062,0.0,3.0,Av,539,ALQ,490,539,RFn,1976.0,1062,TA,11333,69.0,0.0,0,5,6,1029,1976,1976
720,0.0,2.0,No,495,Rec,225,0,,1980.0,720,TA,7879,60.0,0.0,523,5,4,720,1920,1950
1710,0.0,2.0,Gd,1400,,310,866,RFn,2007.0,1710,Gd,13891,107.0,436.0,102,5,8,1710,2007,2008
1436,884.0,3.0,No,774,ALQ,104,180,Unf,1945.0,2320,Gd,7259,61.0,0.0,0,8,6,1028,1945,2002
1652,0.0,2.0,Av,1196,GLQ,298,499,RFn,2000.0,1652,Ex,5330,41.0,0.0,48,5,8,1494,2000,2000
1344,0.0,3.0,No,111,GLQ,354,525,RFn,1958.0,1344,Gd,14375,69.0,541.0,118,6,6,819,1958,1958
1035,371.0,3.0,No,0,Unf,319,0,,1980.0,1406,Fa,7920,69.0,0.0,144,7,6,319,1920,1950
1307,1051.0,5.0,No,0,Unf,907,360,,1908.0,2358,TA,45600,75.0,0.0,40,8,6,907,1908,1997
1069,0.0,2.0,No,360,ALQ,709,440,RFn,1977.0,1069,TA,4043,53.0,0.0,55,5,6,1069,1977,1977
1459,0.0,3.0,No,0,,1459,527,RFn,2002.0,1459,Gd,8749,70.0,100.0,39,5,7,1459,2002,2002
1040,685.0,3.0,No,315,GLQ,114,550,RFn,1979.0,1725,TA,11584,80.0,96.0,88,6,7,539,1979,1979
1044,0.0,2.0,Av,0,Unf,540,504,Unf,1952.0,1044,Fa,8712,66.0,0.0,0,5,5,540,1952,1952
1548,1066.0,4.0,No,956,ALQ,384,624,RFn,1974.0,2614,TA,10800,90.0,0.0,243,7,6,1522,1974,1997
1344,0.0,3.0,Gd,1309,GLQ,35,784,Fin,1997.0,1344,TA,7060,78.0,200.0,0,5,7,1344,1997,1998
1586,0.0,3.0,No,0,,1362,435,Unf,1979.0,1586,TA,17043,48.0,0.0,0,5,6,1362,1979,1998
780,840.0,4.0,No,493,Rec,0,462,Fin,1969.0,1620,TA,10793,80.0,263.0,0,5,5,780,1969,1969
1040,0.0,3.0,No,732,GLQ,308,576,,2000.0,1040,Gd,12464,82.0,0.0,0,5,5,1040,1996,1996
649,668.0,3.0,No,0,Unf,649,250,Unf,1920.0,1317,TA,8500,50.0,0.0,54,4,4,649,1920,1950
1523,0.0,3.0,No,644,ALQ,549,478,Fin,1976.0,1523,TA,11361,104.0,160.0,0,5,6,1193,1976,1976
936,316.0,3.0,No,0,Unf,504,576,Unf,1986.0,1252,TA,7438,92.0,0.0,0,8,5,504,1908,1991
1074,0.0,3.0,No,788,ALQ,268,495,RFn,1975.0,1074,TA,10140,78.0,0.0,88,6,5,1056,1975,1975
720,0.0,2.0,No,0,Unf,624,484,Unf,2005.0,720,TA,8520,60.0,0.0,0,8,6,624,1928,2003
1766,648.0,3.0,No,664,BLQ,290,520,,1970.0,2414,TA,10800,60.0,0.0,0,4,5,954,1900,1970
864,864.0,3.0,No,503,Rec,361,673,RFn,2003.0,1728,Gd,8791,64.0,0.0,56,5,6,864,2003,2003
1244,0.0,3.0,No,777,Rec,467,336,Unf,1957.0,1244,TA,11988,90.0,0.0,40,6,6,1244,1957,1957
1240,0.0,2.0,Av,0,Unf,1240,826,RFn,2006.0,1240,Gd,8556,74.0,0.0,93,5,7,1240,2006,2006
811,741.0,3.0,No,550,ALQ,163,434,RFn,1975.0,1552,TA,11475,85.0,0.0,208,6,6,713,1975,1975
1506,0.0,2.0,No,0,Unf,1498,592,,2008.0,1506,Ex,14587,75.0,284.0,174,5,9,1498,2008,2008
2129,743.0,4.0,No,700,GLQ,983,541,Fin,1992.0,2872,Gd,10678,85.0,337.0,33,5,8,1683,1992,2000
750,750.0,3.0,No,0,Unf,750,564,RFn,2005.0,1500,Gd,8846,68.0,0.0,35,5,6,750,2005,2006
1932,0.0,2.0,Av,1336,GLQ,596,774,Fin,2008.0,1932,Ex,12444,96.0,426.0,66,5,8,1932,2008,2008
1504,0.0,2.0,No,16,GLQ,1330,437,Fin,2005.0,1504,Gd,3182,43.0,14.0,20,5,7,1346,2005,2006
1465,915.0,3.0,No,187,LwQ,111,596,Unf,1965.0,2380,TA,18450,69.0,113.0,265,5,6,1021,1965,1979
951,0.0,2.0,No,285,ALQ,666,327,Unf,1936.0,951,TA,8765,50.0,0.0,28,6,4,951,1936,1950
888,868.0,3.0,No,742,ALQ,130,422,Fin,1996.0,1756,TA,9303,69.0,42.0,122,5,6,872,1996,1997
926,678.0,3.0,No,0,Unf,926,470,Fin,1997.0,1604,TA,10839,100.0,0.0,36,5,6,926,1997,1998
832,650.0,3.0,No,624,ALQ,26,324,Unf,1930.0,1482,TA,9000,50.0,0.0,0,9,7,650,1920,1988
1561,0.0,2.0,No,1153,GLQ,408,556,Fin,2005.0,1561,Ex,7313,60.0,246.0,47,5,9,1561,2005,2005
1682,0.0,3.0,No,0,Unf,1304,530,Unf,1970.0,1682,TA,10400,80.0,288.0,0,6,7,1304,1970,1970
1136,0.0,3.0,No,892,Rec,244,384,,1965.0,1136,TA,9200,80.0,0.0,0,6,6,1136,1965,1965
864,0.0,2.0,No,120,LwQ,744,400,Unf,1951.0,864,TA,19138,140.0,0.0,0,5,4,864,1951,1951
806,766.0,3.0,No,0,Unf,806,373,Fin,1995.0,1572,TA,10364,69.0,0.0,40,5,6,806,1995,1996
1425,0.0,3.0,No,490,,935,576,RFn,1964.0,1425,TA,10175,100.0,272.0,0,5,6,1425,1964,1964
1071,1101.0,3.0,No,0,Unf,1063,947,RFn,2006.0,2172,Gd,14154,109.0,350.0,62,5,7,1063,2006,2006
